"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000022475.18",1459.33182177946,-0.450423174391391,0.164407833236337,-2.73966979264246,0.00615009388795755,0.0176180878837646
"ENSMUSG00000036968.15",779.919769818274,-0.303726960429365,0.110882931800187,-2.7391678367297,0.00615949204195905,0.0176425264808752
"ENSMUSG00000064347.1",11.8082537562154,-1.75818702069823,0.64198919645631,-2.73865515245923,0.00616910441213963,0.017667571687075
"ENSMUSG00000037636.6",24.8746753711084,1.09048365900671,0.398317338725944,2.73772581051762,0.00618656318160802,0.0177150778226341
"ENSMUSG00000047910.6",67.6734805315401,-0.768052766874925,0.280666308403269,-2.73653354135889,0.0062090264897052,0.0177768989492052
"ENSMUSG00000090145.7",91.8491685554598,0.656602279451547,0.239977209731239,2.73610264985956,0.00621716288020461,0.0177976894326386
"ENSMUSG00000006576.16",471.70312476716,-0.469007761959648,0.171467981484329,-2.7352497994065,0.00623329529927369,0.0178413608418294
"ENSMUSG00000036054.15",485.119452473231,-0.310606032381575,0.11360648399597,-2.73405197886939,0.00625601676847434,0.0179038769383331
"ENSMUSG00000027215.13",851.693572833046,-0.436587652743801,0.159689269345698,-2.73398240553453,0.00625733879395979,0.0179051417388343
"ENSMUSG00000109865.1",796.23235878408,0.319652000141367,0.11696041091632,2.73299313534444,0.00627616403739779,0.0179555824564598
"ENSMUSG00000049252.17",5.23061596268584,-2.91033342800948,1.06490027434459,-2.73296335640508,0.00627673150308882,0.0179555824564598
"ENSMUSG00000010609.15",249.385422350543,-0.495990720779371,0.1814935788382,-2.73282792677499,0.00627931282472193,0.0179604413635551
"ENSMUSG00000006412.10",584.209847338769,0.328284098524101,0.120185100955434,2.73148747984853,0.00630491365127022,0.0180311313234597
"ENSMUSG00000109973.1",7.41075347619958,2.19982345596268,0.805383277459604,2.73139946846366,0.00630659783851953,0.0180334129338974
"ENSMUSG00000024646.13",873.526753359839,-0.328602714428565,0.120324756405675,-2.73096513339848,0.00631491521263164,0.0180546585161595
"ENSMUSG00000052783.16",64.1833900863736,-0.736753352114329,0.26979907555785,-2.730748245119,0.00631907224693096,0.0180640051796839
"ENSMUSG00000022562.14",188.107860643995,-0.612276816110794,0.224232433137212,-2.73054529866395,0.00632296429275453,0.0180725918145674
"ENSMUSG00000063800.5",613.452670349897,0.409930443598286,0.150163015343474,2.7299028503166,0.00633529920246541,0.0181053044351958
"ENSMUSG00000082028.1",54.5671757268435,0.738206191375272,0.270594671930092,2.72808842136399,0.0063702529962631,0.01820264005744
"ENSMUSG00000066755.2",4.89156334857908,-3.09572469977863,1.13490926408935,-2.7277288129837,0.00637720118892459,0.0182199351479667
"ENSMUSG00000038467.15",2876.13296271264,-0.283206772723672,0.103829796489568,-2.72760596956507,0.00637957627689691,0.0182241616615372
"ENSMUSG00000040998.18",1094.08049614912,0.329579486127193,0.120836704454298,2.72747827421795,0.00638204601710149,0.0182286573379096
"ENSMUSG00000100691.1",82.1682995758608,-0.712294273457433,0.261256490427787,-2.72641752283784,0.00640259516167775,0.0182847836277841
"ENSMUSG00000051278.12",162.41602030123,0.505721120844227,0.185520028881516,2.72596508254757,0.00641137804712247,0.0183072963324501
"ENSMUSG00000100980.1",19.7403548693197,-1.24406054838457,0.456444255472496,-2.72554760733435,0.00641949179621116,0.0183278923089975
"ENSMUSG00000078994.8",54.3353674359773,0.830892575865054,0.304907245551609,2.7250666817113,0.00642885017268332,0.0183500524417349
"ENSMUSG00000091994.1",77.0992464903004,-0.656724541772972,0.24099487602194,-2.72505603693078,0.00642905744923501,0.0183500524417349
"ENSMUSG00000027495.4",242.214084537454,-0.396426452042828,0.145506145567121,-2.72446535160234,0.00644056877910732,0.0183803298935248
"ENSMUSG00000025722.16",246.261476181814,0.406940513361124,0.149399511089847,2.72384099782223,0.00645275639877316,0.0184125286021094
"ENSMUSG00000086808.1",2.39538639940913,4.690516600894,1.72277942021698,2.72264489919622,0.00647616265497887,0.0184767254544307
"ENSMUSG00000044317.7",11.0285538213333,1.80293537105342,0.662254177261456,2.72242204422008,0.00648053209839846,0.0184863023422383
"ENSMUSG00000093800.2",6.26125013346635,2.41080738678782,0.885551054844728,2.72238102320429,0.00648133667275428,0.0184863023422383
"ENSMUSG00000018548.15",660.42609755526,0.338050582350253,0.124194233982713,2.72195070181202,0.006489782289333,0.0185066580634975
"ENSMUSG00000086245.1",65.6532118643426,-0.739709087012149,0.27175956928348,-2.72192471073774,0.00649029271482206,0.0185066580634975
"ENSMUSG00000040213.13",72.9606404679642,-0.640971865150675,0.235505143154321,-2.72168945682286,0.00649491438976504,0.0185172412079274
"ENSMUSG00000032077.5",226.216658690514,0.434601934100318,0.159697401115966,2.72140893379177,0.00650042926751693,0.0185303675840874
"ENSMUSG00000026126.15",3.24450990383206,4.12391463270516,1.51573650613086,2.72073319869564,0.00651373102309731,0.0185656847387104
"ENSMUSG00000109167.1",6.00939985748382,2.61288365442445,0.960533005723464,2.72024348862063,0.00652338619605647,0.0185905998261337
"ENSMUSG00000055134.5",3.23352687054819,4.1014110880704,1.50895938776377,2.71803941267669,0.00656700151559596,0.0187122753270028
"ENSMUSG00000035109.14",45.7999945544816,-0.845463309665489,0.31111251982914,-2.71754833309122,0.00657675488833326,0.018736226146703
"ENSMUSG00000003528.14",1562.76272422572,-0.349111787672566,0.128466889083131,-2.71752348145253,0.00657724881493009,0.018736226146703
"ENSMUSG00000050132.13",18.4524298197166,-1.28110315531716,0.471490038150704,-2.71713727047542,0.00658492905106876,0.0187548066634149
"ENSMUSG00000034009.14",22.3583579537645,-1.36104059023179,0.500916120689111,-2.71710279229866,0.00658561508004111,0.0187548066634149
"ENSMUSG00000031387.14",579.537745051631,-0.293777883017631,0.108131710376332,-2.71685227205963,0.00659060173292851,0.0187663810015998
"ENSMUSG00000058550.14",3.46817341677575,4.2015447983288,1.54651751240196,2.71677802846423,0.0065920802178846,0.0187679641803614
"ENSMUSG00000004951.10",622.101822163339,0.349283190292776,0.128568972298738,2.7166989363592,0.00659365558402914,0.0187698227028226
"ENSMUSG00000034853.16",199.842959823729,-0.452257587929945,0.166484945885093,-2.71650740266985,0.00659747197797459,0.0187762317402441
"ENSMUSG00000030307.8",2.31742873218027,4.68896953109498,1.72612285470358,2.71647497066493,0.00659811839670567,0.0187762317402441
"ENSMUSG00000105730.1",2.27929221129021,4.61120825040143,1.69751452144691,2.71644701246559,0.00659867569145958,0.0187762317402441
"ENSMUSG00000075316.11",4.18998314696478,3.54127416249461,1.30368369476561,2.71635993969481,0.00660041159654731,0.018778544809363
"ENSMUSG00000078495.10",357.696203996745,0.551800857339539,0.203150183925865,2.71622130325467,0.00660317633558612,0.0187833765463639
"ENSMUSG00000028494.12",2021.03609488065,0.239638070197759,0.0882260661196154,2.71618219804634,0.00660395637434952,0.0187833765463639
"ENSMUSG00000044982.6",100.944435952933,-0.551797859481321,0.203177236745188,-2.71584488656744,0.006610688228896,0.0187998954454695
"ENSMUSG00000021557.14",825.855438483762,-0.332001904934637,0.122260129940662,-2.71553698737086,0.00661683847738386,0.0188147559500174
"ENSMUSG00000055523.6",2.19312831900679,4.5684518107414,1.68264422127787,2.71504323550461,0.0066267118511313,0.0188401974023569
"ENSMUSG00000025776.13",59.952149276086,-0.758502125337629,0.279383739781693,-2.71491149030474,0.00662934854909905,0.0188450602530977
"ENSMUSG00000095325.1",110.37703836909,0.598729643042767,0.220595421040619,2.71415263389588,0.00664455438381282,0.0188856466804515
"ENSMUSG00000036687.13",80.9322157719377,0.65282066565469,0.240557764252005,2.7137792358712,0.00665204797448023,0.0189043045175025
"ENSMUSG00000027010.16",896.829825488769,-0.266769166225073,0.0983206240941963,-2.71325745419897,0.00666253215037809,0.0189314548323243
"ENSMUSG00000033083.16",161.346515328937,0.509717131962644,0.187940287042332,2.712122770398,0.00668538268393422,0.0189937314208409
"ENSMUSG00000042406.7",3815.58214909314,-0.218925861027613,0.0807376011857716,-2.71157252398272,0.00669648902377832,0.019022629040599
"ENSMUSG00000042647.13",65.9593644869064,-0.691436241592021,0.255033359089361,-2.71115999907192,0.00670482642683743,0.0190436540072606
"ENSMUSG00000022637.10",812.092006317554,-0.290050124458009,0.106996422518228,-2.71083946202589,0.00671131113466342,0.0190594116463885
"ENSMUSG00000095159.2",35.1124288231506,0.959723337312672,0.354055017872533,2.71066158892343,0.0067149120743614,0.0190669764344568
"ENSMUSG00000039742.15",13.6720367651349,1.52515738241181,0.562899720401437,2.70946551780863,0.00673917098956695,0.0191331891965866
"ENSMUSG00000082319.3",514.411837870586,-0.320257574386135,0.118208919670367,-2.70925049716377,0.00674354041840255,0.0191429230936793
"ENSMUSG00000040828.9",16.9085578888796,1.38747595012078,0.512238637766401,2.70865149136509,0.00675572622981719,0.0191748395850489
"ENSMUSG00000036528.15",145.173529611222,0.481973754925127,0.177952014305728,2.7084478745887,0.00675987299122443,0.0191839330459563
"ENSMUSG00000061286.7",282.408503367186,0.466715095376307,0.17238809097703,2.70735114433454,0.00678224784265109,0.0192447464935476
"ENSMUSG00000029352.14",25.2200829855078,1.11965566703796,0.413623435783951,2.70694445762206,0.00679056172943845,0.0192656503117313
"ENSMUSG00000062861.8",253.929015798592,0.473906938121494,0.175074673736313,2.70688459962669,0.00679178617792658,0.0192664375055656
"ENSMUSG00000110945.1",17.5666941953248,-1.3594332563337,0.502275884039283,-2.70654693870865,0.00679869704935297,0.0192833530557767
"ENSMUSG00000052415.5",36.7930821900342,0.977488399334642,0.361248363009244,2.70586250188663,0.00681272473775107,0.0193202216675217
"ENSMUSG00000035151.12",395.323549794184,-0.344827145039268,0.127439051621186,-2.7058200814635,0.00681359500931278,0.0193202216675217
"ENSMUSG00000046523.4",36.9776158765698,-0.964552622506651,0.356514687880217,-2.70550598698117,0.00682004188926694,0.0193358071679398
"ENSMUSG00000083097.3",183.160264836266,0.552675851843036,0.20439560362382,2.70395175847426,0.00685202361631654,0.0194237732303135
"ENSMUSG00000052751.16",259.019174528217,-0.491633724539399,0.18183170276215,-2.70378441751982,0.00685547505346996,0.019430849813715
"ENSMUSG00000026810.12",605.293024711704,-0.370946375880607,0.137226881041226,-2.70316116686472,0.00686834345681769,0.0194614587316407
"ENSMUSG00000020883.18",1781.19513197969,-0.242620070873617,0.0897550052900225,-2.70313694584103,0.00686884399181447,0.0194614587316407
"ENSMUSG00000038425.17",108.052835775171,0.564977191896663,0.20900910223084,2.7031224280016,0.00686914402319547,0.0194614587316407
"ENSMUSG00000025555.14",3515.58379456121,-0.258743328008402,0.0957221513930045,-2.70306636701138,0.00687030271219881,0.0194620312837211
"ENSMUSG00000027942.16",616.634823531287,-0.305592958045545,0.113073141775213,-2.70261313383383,0.00687967675135763,0.0194858726863944
"ENSMUSG00000015290.15",511.478952574402,0.317625429152833,0.117536263404411,2.70236112628466,0.0068848938913838,0.0194979351642822
"ENSMUSG00000031932.14",2.23922906916461,4.6342441567031,1.71499839214151,2.70218571512265,0.00688852740657052,0.0195055101025299
"ENSMUSG00000035476.9",345.41742933972,0.358915442472975,0.132844989595071,2.70176122988904,0.00689732744062543,0.0195277103784476
"ENSMUSG00000030407.2",420.743959509695,-0.458131610282456,0.169577080199604,-2.70161279898913,0.00690040695471269,0.0195337107963865
"ENSMUSG00000103046.1",39.0231217835557,-0.895384992088136,0.331463851513087,-2.70130509858262,0.00690679478747249,0.0195490734489605
"ENSMUSG00000020102.15",74.017075971005,-0.674487366695457,0.249716879893477,-2.70100830581888,0.00691296121112918,0.0195638052358357
"ENSMUSG00000022466.5",352.339783128546,0.375642494373795,0.13908646698698,2.70078392608073,0.00691762640140815,0.0195742849981431
"ENSMUSG00000026786.14",295.051106869021,-0.379749248805369,0.140649224157029,-2.69997400327921,0.00693448944536261,0.0196192723913089
"ENSMUSG00000047710.8",881.506300280245,0.28517262044422,0.1056251104979,2.69985630405462,0.00693694307928367,0.0196234853932183
"ENSMUSG00000041939.14",425.82166241455,-0.431957254661544,0.16002330995448,-2.69933958236721,0.00694772422236577,0.0196512511197041
"ENSMUSG00000038736.9",742.282180234291,0.405258365148867,0.150202019209456,2.69808866273453,0.0069738863895168,0.0197225074499193
"ENSMUSG00000043140.9",228.350926420754,0.401698135177538,0.148886809813485,2.69801022455083,0.00697552981717223,0.0197244133607184
"ENSMUSG00000031823.14",456.401766395251,0.369273252135462,0.136891041303039,2.69757062712376,0.00698474665008466,0.0197477307665331
"ENSMUSG00000033557.17",1298.33680652301,-0.290182583783337,0.107620849702008,-2.69634169017272,0.00701057125169909,0.0198179897340306
"ENSMUSG00000031783.10",380.000975678474,0.354364280486827,0.131454591224938,2.6957162711834,0.00702374655908605,0.0198524762079197
"ENSMUSG00000042581.14",8.47275615932723,2.22643257912238,0.826089901600979,2.69514561890602,0.00703578752660613,0.0198837473577999
"ENSMUSG00000090891.3",15.9877454351354,1.35805563606651,0.504254888267934,2.6931928032097,0.00707713301591177,0.0199978154456562
"ENSMUSG00000028876.7",2.1362865313519,4.53613842340377,1.68465331336886,2.6926242850125,0.00708921075290418,0.0200291616119755
"ENSMUSG00000055762.15",2943.41346920953,0.253647383043351,0.0942245869448183,2.69194475951268,0.00710367103251484,0.0200656409762669
"ENSMUSG00000037339.17",600.790905278317,0.310354708179197,0.115290999817617,2.69192485684189,0.00710409495955027,0.0200656409762669
"ENSMUSG00000039568.6",605.010122539744,-0.493431231478339,0.183306140920281,-2.6918423409117,0.00710585279177973,0.020067819967901
"ENSMUSG00000002635.11",219.275729701654,0.443655696664641,0.16489494711336,2.69053542531927,0.00713374606118312,0.0201437978646455
"ENSMUSG00000039183.5",631.493391386845,0.379895084602138,0.141232490853269,2.68985615354488,0.00714828242528166,0.0201820435667992
"ENSMUSG00000035342.13",1030.70568783732,-0.478870236665582,0.178060374853923,-2.68937003563222,0.0071587016290807,0.0202086561181694
"ENSMUSG00000034757.15",674.082799845635,-0.370189482037127,0.137674273647782,-2.6888791364478,0.00716923714449398,0.0202355895816773
"ENSMUSG00000041540.16",189.853387329822,-0.470650578691933,0.175098737303514,-2.68791532103463,0.00718996272798936,0.0202912736441869
"ENSMUSG00000042626.13",2992.90419665393,-0.283978085689534,0.105665005129691,-2.68753202955876,0.00719821984206875,0.0203117590411773
"ENSMUSG00000031993.7",1072.700953201,-0.266400306038394,0.0991326849720348,-2.68731050827025,0.00720299587760802,0.0203224172971759
"ENSMUSG00000025215.10",4.26021313775698,3.5453550043356,1.31938564283164,2.68712565094056,0.00720698360897407,0.0203308487970851
"ENSMUSG00000010911.12",277.172472863714,-0.419112584661791,0.155984667429855,-2.68688321466123,0.00721221643332847,0.020342789870521
"ENSMUSG00000073542.2",289.249153393071,0.36755823123429,0.136803233202005,2.68676567527867,0.00721475466919766,0.0203471283261473
"ENSMUSG00000020475.3",24.6819353704793,-1.07914947666067,0.401661305183742,-2.68671505752094,0.00721584799495861,0.0203473911929914
"ENSMUSG00000027187.10",2192.36229915486,0.220087111923606,0.0819222885160227,2.68653520196229,0.00721973401472957,0.0203546023044883
"ENSMUSG00000037578.4",2.19831574004524,4.56871425744931,1.70068799774248,2.68639177998192,0.00722283418428431,0.0203546023044883
"ENSMUSG00000074195.3",2.19831574004524,4.56871425744931,1.70068799774248,2.68639177998192,0.00722283418428431,0.0203546023044883
"ENSMUSG00000104705.1",2.19831574004524,4.56871425744931,1.70068799774248,2.68639177998192,0.00722283418428431,0.0203546023044883
"ENSMUSG00000034152.5",1134.7062743914,-0.264808971048984,0.0985768099201975,-2.68632116684806,0.00722436097697839,0.0203546023044883
"ENSMUSG00000049232.3",240.192834717317,-0.436350631367239,0.162434406910552,-2.68631898663887,0.00722440812193215,0.0203546023044883
"ENSMUSG00000037857.16",1699.5597158656,0.290318418673965,0.108097526892513,2.68570823976986,0.00723762582090095,0.0203890192919177
"ENSMUSG00000086784.2",215.396175306952,-0.434620956326122,0.161831211255096,-2.68564359714904,0.00723902607684503,0.0203901405971774
"ENSMUSG00000004473.10",60.8392211586244,-0.710285975562456,0.264528133114041,-2.68510561504717,0.00725068900906829,0.0204201644365302
"ENSMUSG00000024127.14",833.157900251512,-0.275207361429159,0.102521584681006,-2.68438458384604,0.00726634671313462,0.02046142891055
"ENSMUSG00000037211.12",364.39868700575,-0.408519884837701,0.152189709353744,-2.68428060328411,0.00726860722638824,0.0204649618074825
"ENSMUSG00000037259.15",22.1791403457363,-1.13992388614418,0.424675897101234,-2.68422082327984,0.00726990711545926,0.0204657894373901
"ENSMUSG00000030895.9",25.2232801289603,-1.09231580006971,0.406964053204656,-2.68405966440579,0.00727341248134074,0.0204728247001767
"ENSMUSG00000020412.16",1411.03877471991,-0.237689763405219,0.0885681035014014,-2.68369485185441,0.00728135312055196,0.0204923404672333
"ENSMUSG00000073374.3",30.078165246176,-1.03058161448057,0.384033325096712,-2.68357339619168,0.00728399849302169,0.0204969501162554
"ENSMUSG00000045287.6",41.8061033360428,-0.841214406141456,0.313485333666401,-2.68342507862471,0.0072872301023985,0.0205032079149907
"ENSMUSG00000023927.15",73.6936588612721,-0.698487212094956,0.260417324545193,-2.6821841185675,0.00731431914696499,0.0205765795139661
"ENSMUSG00000020286.12",6.3506984678692,2.43015649930556,0.906267472904849,2.68150029871005,0.00732928490013217,0.020615830401381
"ENSMUSG00000033722.9",512.530649987308,0.336843833333471,0.125630457906037,2.68122745827614,0.0073352638184917,0.0206297957405604
"ENSMUSG00000038742.7",31.8852718846953,-1.0512519048704,0.392092387370844,-2.6811331684339,0.00733733106633764,0.0206327575044422
"ENSMUSG00000042364.10",1776.41378675649,0.244837786238397,0.0913277529174775,2.68086948837589,0.00734311486728863,0.020644823126984
"ENSMUSG00000075600.2",83.2488574960637,0.624025715731914,0.232772019843069,2.68084504380132,0.00734365126419186,0.020644823126984
"ENSMUSG00000069833.12",35659.5092554078,0.295374559741847,0.110192209853864,2.6805393968736,0.0073503611631076,0.0206608314262813
"ENSMUSG00000034194.17",508.430002708741,-0.389603064916105,0.145351637899579,-2.6804174383317,0.00735304006654086,0.0206655063066409
"ENSMUSG00000066829.7",204.736496176597,-0.447835697634643,0.167100088937262,-2.68004463960988,0.00736123427915417,0.0206856783714629
"ENSMUSG00000081281.1",159.888522906227,0.537104878682311,0.200431109403932,2.67974807044486,0.00736775879594853,0.0207011535290116
"ENSMUSG00000056679.13",178.121409310939,-0.46101403463367,0.172050054496512,-2.67953437145244,0.00737246338567609,0.02070961331092
"ENSMUSG00000043795.9",60.8382064148687,0.898340607426254,0.335261912055267,2.67951883325823,0.00737280556456101,0.02070961331092
"ENSMUSG00000042834.14",932.576361852353,0.317547787290756,0.118519842638744,2.67927952164652,0.00737807743490429,0.0207215606589078
"ENSMUSG00000097889.1",20.0686795319756,-1.28776796097754,0.480667632644336,-2.67912352219982,0.00738151581588866,0.020727001420937
"ENSMUSG00000027860.15",639.273902304928,0.286651227615574,0.106995376843961,2.67909919167459,0.00738205221411206,0.020727001420937
"ENSMUSG00000074259.10",54.4917442503318,0.822277444190501,0.306943255889602,2.67892331371584,0.00738593071359497,0.0207350297182406
"ENSMUSG00000040177.10",259.895979485855,0.377756412125054,0.141023835336146,2.67867067453264,0.00739150516724953,0.0207478163117676
"ENSMUSG00000024194.15",529.486485191694,-0.463054660564295,0.172928846646114,-2.67771785647713,0.00741256295775156,0.0208040548179688
"ENSMUSG00000032323.13",4.76076996781148,3.11021179173898,1.16174073046637,2.6771995766133,0.00742403980244966,0.0208333916939087
"ENSMUSG00000028757.4",3805.9779092929,-0.264879079916188,0.0989451730566478,-2.67702882044119,0.00742782453446901,0.0208411377953071
"ENSMUSG00000015597.16",562.515214918197,-0.313466988814172,0.117103052345781,-2.67684729419836,0.00743184987779783,0.0208495567793432
"ENSMUSG00000029463.5",183.0219257564,-0.428059151630775,0.159957435880872,-2.67608160429361,0.00744885058745245,0.0208943699437088
"ENSMUSG00000002660.7",520.217441231508,0.357750290067102,0.133698169935797,2.67580543726887,0.00745499091230609,0.0209087110712527
"ENSMUSG00000033161.10",9246.37805163439,0.263269760382803,0.0984068070340995,2.67532062382205,0.00746578128278063,0.0209360882423393
"ENSMUSG00000022174.8",1197.26604102537,-0.399010756970909,0.149215407210465,-2.67405869427487,0.00749393343718852,0.0210121383378722
"ENSMUSG00000032593.5",107.608492389773,-0.58252664718012,0.217885503901102,-2.67354475974927,0.00750542596136726,0.0210414621998094
"ENSMUSG00000004044.9",13074.3497004869,-0.216529812811662,0.0809935268108848,-2.67342121447862,0.00750819101674525,0.0210463138930397
"ENSMUSG00000026058.11",7.59193579515776,-2.0875292366102,0.781012703163336,-2.67284927396838,0.00752100347113493,0.0210793243725362
"ENSMUSG00000085843.1",4.67682769268667,3.08422588123036,1.15396581744662,2.67271858022174,0.00752393398698499,0.0210846331908002
"ENSMUSG00000047248.20",513.196512414264,0.294667128583961,0.110257878779637,2.67252673319507,0.00752823758337361,0.021093787857559
"ENSMUSG00000018160.15",1407.87840997343,0.260920783811127,0.0976329084892043,2.67246759160082,0.00752956471849913,0.021094601239034
"ENSMUSG00000018678.13",328.912706885508,0.384151608889568,0.143764453573795,2.67209034876191,0.00753803497127293,0.0211154235839939
"ENSMUSG00000044250.7",31.4254511630776,0.980401170565984,0.366986787267705,2.67148901426474,0.00755155443001729,0.0211503820042266
"ENSMUSG00000042903.8",452.327168141032,0.331410733943764,0.124059726866271,2.67138048998774,0.00755399663358181,0.021154309911937
"ENSMUSG00000100230.1",2.20133454406135,4.61309845091132,1.72714929733041,2.67093207173324,0.00756409523722404,0.0211796748694362
"ENSMUSG00000037426.17",405.500696713362,0.347316135999888,0.13011093630239,2.66938464874846,0.00759903699669486,0.0212745847939668
"ENSMUSG00000074625.10",4.18471364051784,3.54661546064162,1.32873504204855,2.66916680030784,0.00760396775015082,0.0212854600821159
"ENSMUSG00000058207.6",8.77595813815916,-2.22768179615257,0.83463464927132,-2.66905022227086,0.00760660754029299,0.0212899202651343
"ENSMUSG00000041984.2",3.11743268242927,4.04102025598262,1.51407473279632,2.66897014291979,0.00760842133106264,0.0212920676726918
"ENSMUSG00000055214.15",2.14655278411347,-4.56092987912626,1.70914481814684,-2.66854501192679,0.00761805700773616,0.0213161009245485
"ENSMUSG00000079559.4",36.1359484768912,-0.894721172196384,0.335291191686863,-2.66848994062447,0.0076193060094947,0.021316664021338
"ENSMUSG00000007783.10",1296.86772511595,-0.396738053292036,0.148692808921089,-2.66817242992957,0.0076265106441306,0.0213338868492833
"ENSMUSG00000036398.13",801.684157588052,0.301595742659997,0.113078764837878,2.66712979304643,0.00765021208745182,0.0213972456584008
"ENSMUSG00000042340.6",58.2347878769244,-0.776153034833742,0.291146573626028,-2.66584979918292,0.00767939944663466,0.021475928761757
"ENSMUSG00000049680.17",525.065321814072,-0.370504630977893,0.139009411070756,-2.66532048531091,0.00769149839128821,0.021506807967394
"ENSMUSG00000106296.1",4.21962388983291,3.54114774893853,1.32866490257103,2.66519251173583,0.00769442614754788,0.0215120379238507
"ENSMUSG00000024055.14",166.29329428208,0.465229249654598,0.174562004145311,2.66512321471359,0.00769601192908128,0.0215135150724318
"ENSMUSG00000083554.1",53.8409384770392,-0.831502344671636,0.312094637577991,-2.66426347829782,0.00771571036758355,0.0215656171766022
"ENSMUSG00000101609.1",282.161540390867,-0.426408116919767,0.160119382701325,-2.66306370737862,0.00774327526310858,0.0216396889049374
"ENSMUSG00000034949.18",98.3475771302774,-0.611835713036303,0.22985008854343,-2.6618902647092,0.00777032059199162,0.0217122884829102
"ENSMUSG00000057409.6",178.748637446674,0.566208623161256,0.212816707366144,2.66054592315026,0.00780140877745988,0.0217961633586132
"ENSMUSG00000066839.12",253.868446845674,0.40618334402722,0.152688491449464,2.66020929391169,0.00780921082581217,0.0218149655706644
"ENSMUSG00000104969.1",11.5675653029657,-1.62075015719881,0.609326508068857,-2.65990423153501,0.0078162872869953,0.0218317359766501
"ENSMUSG00000030137.8",97.2724850256988,-0.612431583771729,0.230254629739649,-2.65980138798603,0.00781867421946666,0.0218354052155181
"ENSMUSG00000034973.16",688.097850084843,-0.309412650625055,0.116355579098054,-2.65919909490813,0.0078326661691167,0.0218714786179906
"ENSMUSG00000046312.4",398.434076854152,0.336827832266591,0.126694606104517,2.65858068171209,0.00784705594377323,0.0219086528305292
"ENSMUSG00000050002.13",160.498130682979,-0.521855656397377,0.196345757892631,-2.65784024059611,0.00786431631976302,0.0219538303410509
"ENSMUSG00000026657.16",1067.52017057414,0.257039855778963,0.0967444181320838,2.65689598161653,0.0078863772174261,0.0220123946341794
"ENSMUSG00000023235.14",112.902974173205,-0.537572514441074,0.202335942493272,-2.65683154370336,0.00788788471086224,0.0220135822280511
"ENSMUSG00000111063.1",35.9697266200089,-0.929110830375652,0.349802071392168,-2.65610442693466,0.00790491314910268,0.0220580795526669
"ENSMUSG00000028165.9",780.260155327526,-0.35367580776878,0.133163531535359,-2.65595094761261,0.00790851170621749,0.0220650947151666
"ENSMUSG00000054452.9",3714.95362070364,-0.386780818728723,0.145661033464138,-2.65534858246044,0.00792264926116504,0.0221015081884551
"ENSMUSG00000028799.15",457.048594571083,-0.439216361666415,0.165411559659427,-2.65529424044327,0.00792392578480072,0.0221020386744956
"ENSMUSG00000066233.6",48.0184886415953,-0.766496977852912,0.288696872724539,-2.65502348750507,0.00793028866481506,0.0221167543366227
"ENSMUSG00000097820.3",56.3007334044208,-0.728895276360205,0.274649725770719,-2.6539086260319,0.00795653691623053,0.0221851901630557
"ENSMUSG00000007892.8",14519.2105975189,-0.243771179699096,0.0918543364146762,-2.65388863731584,0.00795700823887034,0.0221851901630557
"ENSMUSG00000034430.16",457.628478264924,-0.334229831468206,0.126016147129137,-2.65227781583973,0.00799507279478293,0.0222853307720964
"ENSMUSG00000055723.6",1625.89852628112,0.352032937265554,0.132730647182743,2.65223552161904,0.00799607442248562,0.0222853307720964
"ENSMUSG00000031171.11",312.930273270875,0.356684114151306,0.13448634891033,2.65219568410716,0.00799701797224502,0.0222853307720964
"ENSMUSG00000022779.14",1293.43133208955,-0.270791585662038,0.102101376162886,-2.65218350465752,0.00799730646188624,0.0222853307720964
"ENSMUSG00000026494.12",721.511179517263,-0.379518378081038,0.143123529862757,-2.65168402739202,0.00800914540596463,0.0223152647609354
"ENSMUSG00000089810.1",135.989025166438,-0.511390439875931,0.192870698241738,-2.65146776849935,0.00801427618524926,0.0223265026686151
"ENSMUSG00000067724.5",6.59405296582979,2.22666460063437,0.839818689593643,2.65136347669492,0.00801675157790011,0.0223295246913482
"ENSMUSG00000004451.14",1395.10362194373,0.2545498066649,0.0960083603689871,2.65132958928362,0.00801755605162439,0.0223295246913482
"ENSMUSG00000032334.10",4841.15256460582,-0.777972474217882,0.293439964488403,-2.65121513211138,0.00802027375396808,0.0223340363433453
"ENSMUSG00000005262.12",1167.84046222221,-0.2642869640934,0.0997148408433443,-2.6504275778628,0.0080389960315715,0.022383108561971
"ENSMUSG00000079355.4",15.0616779605855,-1.39127608875293,0.525220131264213,-2.64893899897575,0.0080744904556352,0.0224788599233577
"ENSMUSG00000110411.1",4.49998168566974,-3.02497525550152,1.14213423790334,-2.64852865373739,0.00808429957105523,0.0225030886267778
"ENSMUSG00000012126.16",34.8052409729709,-0.993792826612743,0.375260740960937,-2.6482728357566,0.00809042017998829,0.0225170449469031
"ENSMUSG00000078606.8",6.39601308256951,-2.5291543114146,0.955058567746375,-2.64816671650051,0.00809296036820147,0.0225210338792312
"ENSMUSG00000039701.11",399.333460371467,-0.376562804446727,0.142246623036377,-2.64725303426309,0.00811486083417363,0.022578889998805
"ENSMUSG00000029714.11",747.624792230005,-0.423196929658838,0.159884577611953,-2.64689025032768,0.00812357127131777,0.0225974187811263
"ENSMUSG00000031534.15",235.699085389804,-0.380908947763067,0.14390848564974,-2.6468831635833,0.00812374150725768,0.0225974187811263
